Repositório,Estrelas,Pull Requests,Estado PR,Número PR,Data de Criação PR,Data de Fechamento PR,Data de Merge PR,Intervalo Criação e Última Atividade,Status Revisão,Revisões,Arquivos Alterados,Linhas Adicionadas,Linhas Excluídas,Caracteres Corpo PR,Participantes PR,Comentários PR
strapi/strapi,59869,9942,MERGED,20011,2024-04-03 13:50:44+00:00,2024-04-03 13:56:47+00:00,2024-04-03 13:56:47+00:00,0.1,APPROVED,2,2,0,2,144,3,1
strapi/strapi,59869,9942,MERGED,20010,2024-04-03 13:50:26+00:00,2024-04-03 15:15:55+00:00,2024-04-03 15:15:55+00:00,1.42,APPROVED,1,6,17,267,52,2,2
strapi/strapi,59869,9942,MERGED,20009,2024-04-03 13:43:29+00:00,2024-04-08 08:55:09+00:00,2024-04-08 08:55:09+00:00,115.19,APPROVED,7,2,55,2,400,3,1
strapi/strapi,59869,9942,MERGED,20008,2024-04-03 13:10:50+00:00,2024-04-03 13:24:47+00:00,2024-04-03 13:24:47+00:00,0.23,APPROVED,1,332,5715,4150,22,11,2
strapi/strapi,59869,9942,MERGED,20007,2024-04-03 13:10:03+00:00,2024-04-03 13:24:32+00:00,2024-04-03 13:24:32+00:00,0.24,APPROVED,1,48,441,441,25,2,1
strapi/strapi,59869,9942,MERGED,20006,2024-04-03 13:03:57+00:00,2024-04-03 13:49:24+00:00,2024-04-03 13:49:24+00:00,0.76,APPROVED,1,7,32,22,183,2,1
strapi/strapi,59869,9942,MERGED,20004,2024-04-03 10:05:10+00:00,2024-04-03 13:13:24+00:00,2024-04-03 13:13:24+00:00,3.14,APPROVED,2,4,10,10,51,3,1
strapi/strapi,59869,9942,MERGED,20002,2024-04-03 08:05:05+00:00,2024-04-03 13:02:40+00:00,2024-04-03 13:02:40+00:00,4.96,APPROVED,4,4,35,12,397,2,1
strapi/strapi,59869,9942,MERGED,19995,2024-04-02 15:57:17+00:00,2024-04-03 07:13:44+00:00,2024-04-03 07:13:44+00:00,15.27,APPROVED,2,1,34,0,347,3,1
strapi/strapi,59869,9942,MERGED,19992,2024-04-02 15:21:07+00:00,2024-04-03 09:56:00+00:00,2024-04-03 09:56:00+00:00,18.58,APPROVED,4,53,16,24,298,4,2
strapi/strapi,59869,9942,MERGED,19991,2024-04-02 15:02:45+00:00,2024-04-02 15:40:02+00:00,2024-04-02 15:40:02+00:00,0.62,APPROVED,1,34,2,2,367,2,1
strapi/strapi,59869,9942,MERGED,19990,2024-04-02 15:01:03+00:00,2024-04-02 17:49:09+00:00,2024-04-02 17:49:09+00:00,2.8,APPROVED,2,4,27,16,339,2,2
strapi/strapi,59869,9942,MERGED,19989,2024-04-02 13:33:08+00:00,2024-04-03 09:21:36+00:00,2024-04-03 09:21:36+00:00,19.81,APPROVED,10,2,41,3,428,3,1
strapi/strapi,59869,9942,MERGED,19987,2024-04-02 12:33:55+00:00,2024-04-02 13:25:28+00:00,2024-04-02 13:25:28+00:00,0.86,APPROVED,1,1,1,0,324,2,1
strapi/strapi,59869,9942,MERGED,19986,2024-04-02 12:33:03+00:00,2024-04-10 08:16:57+00:00,2024-04-10 08:16:57+00:00,187.73,APPROVED,4,4,29,42,359,3,2
strapi/strapi,59869,9942,MERGED,19984,2024-04-02 09:58:24+00:00,2024-04-03 15:29:03+00:00,2024-04-03 15:29:03+00:00,29.51,APPROVED,4,30,697,387,678,4,5
strapi/strapi,59869,9942,CLOSED,19979,2024-04-01 11:17:09+00:00,2024-04-02 14:02:15+00:00,0,26.75,0,0,25,160,113,293,1,1
strapi/strapi,59869,9942,CLOSED,19974,2024-03-30 19:34:49+00:00,2024-04-03 08:20:29+00:00,0,84.76,REVIEW_REQUIRED,0,1,2,0,1597,3,4
strapi/strapi,59869,9942,MERGED,19971,2024-03-29 22:32:09+00:00,2024-04-04 09:57:30+00:00,2024-04-04 09:57:30+00:00,131.42,APPROVED,2,7,316,17,438,4,3
strapi/strapi,59869,9942,MERGED,19970,2024-03-29 16:46:25+00:00,2024-04-02 14:15:40+00:00,2024-04-02 14:15:40+00:00,93.49,APPROVED,2,5,7,14,101,4,2
strapi/strapi,59869,9942,MERGED,19969,2024-03-29 16:35:53+00:00,2024-03-29 17:02:40+00:00,2024-03-29 17:02:40+00:00,0.45,APPROVED,1,8,4609,3478,332,2,0
strapi/strapi,59869,9942,MERGED,19968,2024-03-29 16:04:34+00:00,2024-04-02 08:14:22+00:00,2024-04-02 08:14:22+00:00,88.16,APPROVED,1,1,4,4,891,2,1
strapi/strapi,59869,9942,MERGED,19967,2024-03-29 15:51:49+00:00,2024-03-29 15:59:51+00:00,2024-03-29 15:59:51+00:00,0.13,REVIEW_REQUIRED,0,1,1,1,7,1,1
strapi/strapi,59869,9942,CLOSED,19966,2024-03-29 13:17:33+00:00,2024-04-09 08:24:03+00:00,0,259.11,REVIEW_REQUIRED,0,6,128,185,69,1,2
strapi/strapi,59869,9942,MERGED,19958,2024-03-28 17:23:05+00:00,2024-04-04 07:29:34+00:00,2024-04-04 07:29:34+00:00,158.11,APPROVED,3,1,48,2,416,2,1
strapi/strapi,59869,9942,MERGED,19950,2024-03-28 13:12:02+00:00,2024-04-02 15:55:15+00:00,2024-04-02 15:55:14+00:00,122.72,APPROVED,3,3,48,1,432,4,1
strapi/strapi,59869,9942,MERGED,19949,2024-03-28 11:50:37+00:00,2024-04-08 15:31:07+00:00,2024-04-08 15:31:07+00:00,267.68,APPROVED,14,42,644,785,601,4,3
strapi/strapi,59869,9942,MERGED,19948,2024-03-28 11:45:38+00:00,2024-04-02 09:19:43+00:00,2024-04-02 09:19:43+00:00,117.57,APPROVED,5,251,50,47,546,2,3
strapi/strapi,59869,9942,MERGED,19947,2024-03-28 09:52:56+00:00,2024-03-29 11:51:54+00:00,2024-03-29 11:51:54+00:00,25.98,APPROVED,1,5,64,28,617,2,1
strapi/strapi,59869,9942,MERGED,19946,2024-03-28 08:02:50+00:00,2024-04-02 09:08:27+00:00,2024-04-02 09:08:27+00:00,121.09,APPROVED,1,2,2,3,241,2,2
strapi/strapi,59869,9942,MERGED,19945,2024-03-28 05:28:06+00:00,2024-03-28 13:29:40+00:00,2024-03-28 13:29:40+00:00,8.03,APPROVED,5,6,11,20,330,2,2
strapi/strapi,59869,9942,MERGED,19943,2024-03-27 21:45:32+00:00,2024-04-03 15:37:12+00:00,2024-04-03 15:37:12+00:00,161.86,APPROVED,11,152,730,624,82,4,7
strapi/strapi,59869,9942,MERGED,19941,2024-03-27 16:32:46+00:00,2024-03-28 17:55:57+00:00,2024-03-28 17:55:57+00:00,25.39,APPROVED,1,3,30,4,293,2,7
strapi/strapi,59869,9942,MERGED,19940,2024-03-27 16:24:45+00:00,2024-04-04 10:12:34+00:00,2024-04-04 10:12:34+00:00,185.8,APPROVED,26,3,820,0,142,3,4
strapi/strapi,59869,9942,MERGED,19939,2024-03-27 15:11:13+00:00,2024-03-27 16:37:47+00:00,2024-03-27 16:37:47+00:00,1.44,APPROVED,1,50,471,471,38,2,3
strapi/strapi,59869,9942,MERGED,19938,2024-03-27 14:41:57+00:00,2024-03-27 14:54:14+00:00,2024-03-27 14:54:14+00:00,0.2,APPROVED,1,13,24,24,116,2,2
strapi/strapi,59869,9942,MERGED,19937,2024-03-27 14:20:52+00:00,2024-04-12 08:58:38+00:00,2024-04-12 08:58:38+00:00,378.63,APPROVED,1,171,4260,6415,80,2,4
strapi/strapi,59869,9942,MERGED,19936,2024-03-27 09:44:35+00:00,2024-04-08 12:40:19+00:00,2024-04-08 12:40:19+00:00,290.93,APPROVED,3,1,7,2,133,3,2
strapi/strapi,59869,9942,MERGED,19935,2024-03-27 09:34:15+00:00,2024-03-27 09:50:09+00:00,2024-03-27 09:50:09+00:00,0.27,APPROVED,2,5,8,8,289,3,2
strapi/strapi,59869,9942,MERGED,19932,2024-03-26 12:44:04+00:00,2024-03-26 12:44:21+00:00,2024-03-26 12:44:21+00:00,0.0,REVIEW_REQUIRED,0,1,2,2,54,1,0
strapi/strapi,59869,9942,MERGED,19931,2024-03-26 11:19:56+00:00,2024-03-27 09:22:10+00:00,2024-03-27 09:22:10+00:00,22.04,APPROVED,6,29,89,98,104,2,2
strapi/strapi,59869,9942,MERGED,19929,2024-03-26 10:56:28+00:00,2024-03-28 13:26:44+00:00,2024-03-28 13:26:44+00:00,50.5,APPROVED,2,423,12778,10612,224,3,5
strapi/strapi,59869,9942,MERGED,19927,2024-03-26 09:26:02+00:00,2024-03-27 08:21:41+00:00,2024-03-27 08:21:41+00:00,22.93,APPROVED,1,3,9,6,295,2,1
strapi/strapi,59869,9942,MERGED,19926,2024-03-26 05:08:07+00:00,2024-04-09 09:22:41+00:00,2024-04-09 09:22:41+00:00,340.24,APPROVED,5,15,532,43,337,3,2
strapi/strapi,59869,9942,MERGED,19923,2024-03-25 21:16:31+00:00,2024-03-27 10:02:41+00:00,2024-03-27 10:02:41+00:00,36.77,APPROVED,6,85,261,325,261,3,2
strapi/strapi,59869,9942,MERGED,19922,2024-03-25 20:56:54+00:00,2024-03-26 07:55:55+00:00,2024-03-26 07:55:55+00:00,10.98,APPROVED,1,2,12,12,368,2,2
strapi/strapi,59869,9942,MERGED,19921,2024-03-25 20:47:20+00:00,2024-03-26 12:47:25+00:00,2024-03-26 12:47:25+00:00,16.0,APPROVED,1,3,14,5,281,3,2
strapi/strapi,59869,9942,MERGED,19920,2024-03-25 20:39:40+00:00,2024-03-26 15:06:00+00:00,2024-03-26 15:06:00+00:00,18.44,APPROVED,5,15,47,31,51,2,1
strapi/strapi,59869,9942,CLOSED,19919,2024-03-25 20:35:46+00:00,2024-03-25 20:38:22+00:00,0,0.04,0,0,15,47,31,293,2,1
strapi/strapi,59869,9942,MERGED,19917,2024-03-25 20:04:55+00:00,2024-03-27 20:30:45+00:00,2024-03-27 20:30:45+00:00,48.43,APPROVED,4,7,83,27,143,3,1
strapi/strapi,59869,9942,MERGED,19916,2024-03-25 19:09:32+00:00,2024-03-26 09:57:20+00:00,2024-03-26 09:57:20+00:00,14.8,APPROVED,1,1,0,7,94,2,3
strapi/strapi,59869,9942,MERGED,19915,2024-03-25 16:24:56+00:00,2024-03-26 12:38:20+00:00,2024-03-26 12:38:20+00:00,20.22,APPROVED,1,1,2,2,129,2,1
strapi/strapi,59869,9942,MERGED,19913,2024-03-25 15:30:27+00:00,2024-03-27 08:47:35+00:00,2024-03-27 08:47:35+00:00,41.29,APPROVED,6,3,61,9,75,4,16
strapi/strapi,59869,9942,MERGED,19912,2024-03-25 13:36:22+00:00,2024-04-04 13:36:25+00:00,2024-04-04 13:36:25+00:00,240.0,APPROVED,2,18,158,78,369,2,11
strapi/strapi,59869,9942,MERGED,19911,2024-03-25 11:34:39+00:00,2024-03-25 15:42:59+00:00,2024-03-25 15:42:59+00:00,4.14,APPROVED,1,22,574,487,276,2,3
strapi/strapi,59869,9942,MERGED,19906,2024-03-24 21:09:32+00:00,2024-03-25 09:44:06+00:00,2024-03-25 09:44:06+00:00,12.58,APPROVED,9,27,567,435,419,2,1
strapi/strapi,59869,9942,MERGED,19905,2024-03-24 17:02:52+00:00,2024-03-25 08:16:00+00:00,2024-03-25 08:16:00+00:00,15.22,APPROVED,4,10,171,255,140,2,2
strapi/strapi,59869,9942,MERGED,19896,2024-03-22 09:53:52+00:00,2024-03-22 12:54:14+00:00,2024-03-22 12:54:14+00:00,3.01,APPROVED,2,5,8,45,193,2,1
junegunn/fzf,59507,809,CLOSED,3722,2024-04-10 20:32:04+00:00,2024-04-10 23:25:22+00:00,0,2.89,0,0,2,32,6,200,2,1
junegunn/fzf,59507,809,MERGED,3718,2024-04-08 13:54:20+00:00,2024-04-09 15:51:29+00:00,2024-04-09 15:51:29+00:00,25.95,0,0,2,6,6,1605,1,0
junegunn/fzf,59507,809,CLOSED,3717,2024-04-08 13:54:13+00:00,2024-04-09 15:52:12+00:00,0,25.97,0,0,2,3,3,1794,0,1
junegunn/fzf,59507,809,MERGED,3715,2024-04-06 13:47:41+00:00,2024-04-07 01:25:12+00:00,2024-04-07 01:25:12+00:00,11.63,0,0,1,2,0,988,2,3
junegunn/fzf,59507,809,MERGED,3709,2024-04-04 04:11:51+00:00,2024-04-04 04:29:32+00:00,2024-04-04 04:29:32+00:00,0.29,0,0,2,3,3,51,2,0
junegunn/fzf,59507,809,CLOSED,3707,2024-04-02 18:27:34+00:00,2024-04-03 02:40:17+00:00,0,8.21,0,0,1,39,0,0,2,0
junegunn/fzf,59507,809,MERGED,3699,2024-03-27 12:44:51+00:00,2024-03-28 11:42:01+00:00,2024-03-28 11:42:01+00:00,22.95,0,0,6,105,75,11,1,0
junegunn/fzf,59507,809,MERGED,3693,2024-03-25 08:29:13+00:00,2024-03-29 07:14:08+00:00,2024-03-29 07:14:08+00:00,94.75,0,3,4,44,2,477,2,1
junegunn/fzf,59507,809,CLOSED,3691,2024-03-24 13:58:04+00:00,2024-03-28 11:42:02+00:00,0,93.73,0,0,1,2,0,232,2,5
junegunn/fzf,59507,809,MERGED,3688,2024-03-20 15:15:29+00:00,2024-03-30 16:13:15+00:00,2024-03-30 16:13:15+00:00,240.96,0,4,2,2,2,168,3,8
junegunn/fzf,59507,809,MERGED,3687,2024-03-20 13:33:39+00:00,2024-03-20 23:33:29+00:00,2024-03-20 23:33:28+00:00,10.0,0,2,2,47,22,395,2,1
junegunn/fzf,59507,809,MERGED,3684,2024-03-19 00:41:01+00:00,2024-03-19 05:44:43+00:00,2024-03-19 05:44:42+00:00,5.06,0,0,1,2,2,35,2,1
junegunn/fzf,59507,809,MERGED,3680,2024-03-16 19:41:57+00:00,2024-03-17 07:09:40+00:00,2024-03-17 07:09:40+00:00,11.46,0,0,1,1,1,65,2,1
junegunn/fzf,59507,809,MERGED,3678,2024-03-15 08:40:55+00:00,2024-03-17 07:06:48+00:00,2024-03-17 07:06:48+00:00,46.43,0,4,6,60,23,563,3,12
junegunn/fzf,59507,809,MERGED,3675,2024-03-12 10:02:11+00:00,2024-03-13 14:59:34+00:00,2024-03-13 14:59:34+00:00,28.96,0,3,7,197,54,341,2,9
junegunn/fzf,59507,809,CLOSED,3671,2024-03-11 13:45:28+00:00,2024-03-11 23:12:06+00:00,0,9.44,0,0,2,3,2,1823,0,1
junegunn/fzf,59507,809,MERGED,3670,2024-03-11 13:45:25+00:00,2024-03-11 23:11:25+00:00,2024-03-11 23:11:25+00:00,9.43,0,0,2,6,4,1605,1,0
junegunn/fzf,59507,809,MERGED,3667,2024-03-10 09:05:53+00:00,2024-03-10 12:41:42+00:00,2024-03-10 12:41:42+00:00,3.6,0,0,1,37,14,2869,2,2
junegunn/fzf,59507,809,MERGED,3661,2024-03-06 09:58:20+00:00,2024-03-06 16:35:32+00:00,2024-03-06 16:35:32+00:00,6.62,0,0,1,1,1,0,2,1
junegunn/fzf,59507,809,MERGED,3658,2024-03-04 13:21:10+00:00,2024-03-05 02:04:39+00:00,2024-03-05 02:04:39+00:00,12.72,0,0,2,3,3,3804,1,0
junegunn/fzf,59507,809,MERGED,3657,2024-03-04 13:05:35+00:00,2024-03-05 02:04:17+00:00,2024-03-05 02:04:17+00:00,12.98,0,0,1,1,1,1455,1,0
junegunn/fzf,59507,809,MERGED,3655,2024-03-04 02:27:57+00:00,2024-03-05 02:03:56+00:00,2024-03-05 02:03:56+00:00,23.6,0,2,4,22,25,0,2,2
junegunn/fzf,59507,809,MERGED,3649,2024-02-29 10:17:44+00:00,2024-03-13 11:56:31+00:00,2024-03-13 11:56:31+00:00,313.65,0,0,12,230,98,606,4,7
junegunn/fzf,59507,809,CLOSED,3647,2024-02-26 00:03:34+00:00,2024-03-13 13:20:55+00:00,0,397.29,0,6,3,30,8,170,2,1
junegunn/fzf,59507,809,MERGED,3639,2024-02-19 13:50:15+00:00,2024-02-20 01:35:23+00:00,2024-02-20 01:35:23+00:00,11.75,0,0,2,3,5,3070,1,0
junegunn/fzf,59507,809,MERGED,3631,2024-02-17 07:29:37+00:00,2024-02-18 04:20:51+00:00,2024-02-18 04:20:51+00:00,20.85,0,1,2,3,5,89,2,1
junegunn/fzf,59507,809,MERGED,3624,2024-02-12 13:09:53+00:00,2024-03-02 09:40:14+00:00,2024-03-02 09:40:13+00:00,452.51,0,0,1,1,1,2902,1,0
junegunn/fzf,59507,809,MERGED,3623,2024-02-10 23:44:00+00:00,2024-02-10 23:53:03+00:00,2024-02-10 23:53:03+00:00,0.15,0,0,2,3,3,1696,1,0
junegunn/fzf,59507,809,MERGED,3622,2024-02-10 23:43:57+00:00,2024-02-10 23:52:31+00:00,2024-02-10 23:52:31+00:00,0.14,0,0,2,3,4,1605,1,0
junegunn/fzf,59507,809,MERGED,3621,2024-02-10 23:43:54+00:00,2024-02-10 23:50:50+00:00,2024-02-10 23:50:50+00:00,0.12,0,0,2,3,2,2135,1,0
junegunn/fzf,59507,809,MERGED,3618,2024-02-08 03:05:18+00:00,2024-02-29 00:49:33+00:00,2024-02-29 00:49:33+00:00,501.74,0,0,5,50,7,878,1,0
junegunn/fzf,59507,809,CLOSED,3614,2024-02-05 13:13:03+00:00,2024-02-12 13:09:56+00:00,0,167.95,0,0,1,1,1,2267,0,1
junegunn/fzf,59507,809,CLOSED,3613,2024-02-05 13:08:56+00:00,2024-02-15 07:57:37+00:00,0,234.81,0,0,2,6,7,2272,0,1
junegunn/fzf,59507,809,MERGED,3610,2024-02-04 09:52:45+00:00,2024-02-04 10:02:33+00:00,2024-02-04 10:02:33+00:00,0.16,0,0,1,8,6,0,2,1
junegunn/fzf,59507,809,MERGED,3605,2024-01-29 13:35:05+00:00,2024-01-30 02:23:08+00:00,2024-01-30 02:23:08+00:00,12.8,0,0,2,3,3,1891,1,0
junegunn/fzf,59507,809,MERGED,3595,2024-01-22 13:55:39+00:00,2024-01-23 01:21:01+00:00,2024-01-23 01:21:01+00:00,11.42,0,0,1,1,1,3864,1,0
junegunn/fzf,59507,809,MERGED,3594,2024-01-22 13:55:36+00:00,2024-01-23 01:20:40+00:00,2024-01-23 01:20:40+00:00,11.42,0,0,1,1,1,4676,1,0
junegunn/fzf,59507,809,MERGED,3593,2024-01-22 00:38:47+00:00,2024-01-22 04:17:04+00:00,2024-01-22 04:17:04+00:00,3.64,0,0,1,3,3,202,2,1
junegunn/fzf,59507,809,MERGED,3590,2024-01-19 19:52:37+00:00,2024-01-20 04:47:55+00:00,2024-01-20 04:47:55+00:00,8.92,0,0,1,38,2,143,2,3
junegunn/fzf,59507,809,CLOSED,3589,2024-01-17 14:01:36+00:00,2024-01-22 00:30:54+00:00,0,106.49,0,0,1,3,3,109,2,2
junegunn/fzf,59507,809,CLOSED,3585,2024-01-15 13:10:04+00:00,2024-01-22 13:55:45+00:00,0,168.76,0,0,1,1,1,3818,0,1
junegunn/fzf,59507,809,CLOSED,3567,2024-01-09 05:02:11+00:00,2024-01-16 15:17:32+00:00,0,178.26,0,0,1,1,1,110,3,8
junegunn/fzf,59507,809,CLOSED,3565,2024-01-08 13:40:31+00:00,2024-01-15 13:10:09+00:00,0,167.49,0,0,1,1,1,4027,0,1
junegunn/fzf,59507,809,MERGED,3564,2024-01-08 13:31:30+00:00,2024-01-09 03:31:15+00:00,2024-01-09 03:31:15+00:00,14.0,0,0,2,6,16,1605,1,0
junegunn/fzf,59507,809,CLOSED,3563,2024-01-08 13:31:26+00:00,2024-01-09 03:31:52+00:00,0,14.01,0,0,2,3,12,1789,0,1
junegunn/fzf,59507,809,CLOSED,3562,2024-01-07 21:41:19+00:00,2024-01-08 03:35:48+00:00,0,5.91,0,0,1,3,1,506,2,2
junegunn/fzf,59507,809,MERGED,3557,2024-01-01 17:05:25+00:00,2024-01-05 01:47:54+00:00,2024-01-05 01:47:54+00:00,80.71,0,8,1,6,4,9,2,3
junegunn/fzf,59507,809,MERGED,3544,2023-12-18 13:14:17+00:00,2023-12-19 01:00:00+00:00,2023-12-19 00:59:59+00:00,11.76,0,0,1,3,3,4041,1,0
junegunn/fzf,59507,809,MERGED,3542,2023-12-16 05:50:32+00:00,2023-12-16 06:15:00+00:00,2023-12-16 06:15:00+00:00,0.41,0,0,1,1,1,197,2,1
junegunn/fzf,59507,809,CLOSED,3538,2023-12-11 13:44:22+00:00,2024-02-02 08:13:54+00:00,0,1266.49,0,0,2,17,7,5380,1,1
junegunn/fzf,59507,809,MERGED,3537,2023-12-11 13:02:55+00:00,2023-12-19 01:50:48+00:00,2023-12-19 01:50:47+00:00,180.8,0,0,2,2,2,4480,1,0
junegunn/fzf,59507,809,MERGED,3526,2023-12-05 17:35:13+00:00,2023-12-10 07:08:54+00:00,2023-12-10 07:08:54+00:00,109.56,APPROVED,2,1,3,2,227,2,0
junegunn/fzf,59507,809,MERGED,3525,2023-12-04 13:11:42+00:00,2023-12-10 06:16:47+00:00,2023-12-10 06:16:47+00:00,137.08,0,0,2,7,6,1697,1,0
junegunn/fzf,59507,809,CLOSED,3524,2023-12-04 13:11:30+00:00,2023-12-10 06:17:31+00:00,0,137.1,0,0,2,5,3,1874,0,1
junegunn/fzf,59507,809,CLOSED,3518,2023-11-29 16:52:33+00:00,2023-11-29 17:21:40+00:00,0,0.49,0,0,1,34,5,1541,1,0
junegunn/fzf,59507,809,MERGED,3512,2023-11-19 10:51:15+00:00,2023-11-21 07:03:13+00:00,2023-11-21 07:03:13+00:00,44.2,0,0,1,1,1,81,2,1
junegunn/fzf,59507,809,CLOSED,3509,2023-11-13 13:48:57+00:00,2023-12-04 13:11:48+00:00,0,503.38,0,0,2,4,3,1647,0,1
junegunn/fzf,59507,809,MERGED,3507,2023-11-08 12:58:50+00:00,2023-11-12 13:06:39+00:00,2023-11-12 13:06:38+00:00,96.13,0,0,1,5,1,85,2,1
junegunn/fzf,59507,809,MERGED,3503,2023-11-06 13:23:24+00:00,2023-11-08 03:03:04+00:00,2023-11-08 03:03:04+00:00,37.66,0,0,2,3,7,2063,1,2
junegunn/fzf,59507,809,MERGED,3495,2023-10-27 20:10:36+00:00,2023-10-29 00:05:30+00:00,2023-10-29 00:05:30+00:00,27.91,0,0,2,4,4,11,2,3
junegunn/fzf,59507,809,MERGED,3489,2023-10-23 13:07:54+00:00,2024-03-02 09:39:37+00:00,2024-03-02 09:39:37+00:00,3140.53,0,0,2,4,4,2063,1,1
junegunn/fzf,59507,809,MERGED,3483,2023-10-16 17:01:45+00:00,2023-10-16 23:46:43+00:00,2023-10-16 23:46:43+00:00,6.75,0,0,1,1,1,78,2,1
junegunn/fzf,59507,809,CLOSED,3476,2023-10-12 17:12:46+00:00,2023-10-12 23:32:08+00:00,0,6.32,0,0,1,12,2,540,2,5
junegunn/fzf,59507,809,CLOSED,3475,2023-10-11 18:45:40+00:00,2023-10-12 13:17:13+00:00,0,18.53,0,8,1,3,0,365,2,1
junegunn/fzf,59507,809,MERGED,3471,2023-10-09 23:04:08+00:00,2023-10-11 01:54:50+00:00,2023-10-11 01:54:50+00:00,26.84,APPROVED,1,1,152,26,1000,2,4
junegunn/fzf,59507,809,MERGED,3469,2023-10-09 13:10:26+00:00,2023-10-11 04:17:47+00:00,2023-10-11 04:17:47+00:00,39.12,0,0,2,6,6,1605,1,0
junegunn/fzf,59507,809,CLOSED,3468,2023-10-09 13:10:20+00:00,2023-10-11 04:18:45+00:00,0,39.14,0,0,2,3,2,2144,0,1
junegunn/fzf,59507,809,MERGED,3467,2023-10-08 23:01:50+00:00,2023-10-12 16:06:56+00:00,2023-10-12 16:06:56+00:00,89.08,0,0,1,3,0,80,2,3
junegunn/fzf,59507,809,MERGED,3465,2023-10-08 08:07:08+00:00,2023-10-14 08:41:02+00:00,2023-10-14 08:41:02+00:00,144.56,0,0,2,2,2,384,3,7
junegunn/fzf,59507,809,CLOSED,3464,2023-10-07 23:08:24+00:00,2024-03-29 07:27:00+00:00,0,4160.31,0,0,3,12,6,248,2,6
junegunn/fzf,59507,809,MERGED,3463,2023-10-06 10:53:07+00:00,2023-10-07 08:26:46+00:00,2023-10-07 08:26:46+00:00,21.56,APPROVED,6,1,7,9,1021,3,6
junegunn/fzf,59507,809,MERGED,3462,2023-10-05 13:55:11+00:00,2023-10-11 04:07:47+00:00,2023-10-11 04:07:47+00:00,134.21,0,9,2,14,14,1315,2,3
junegunn/fzf,59507,809,MERGED,3454,2023-09-26 21:15:00+00:00,2023-10-12 11:44:26+00:00,2023-10-12 11:44:26+00:00,374.49,0,5,2,41,17,1754,2,10
junegunn/fzf,59507,809,MERGED,3449,2023-09-24 21:18:10+00:00,2023-10-08 16:19:28+00:00,2023-10-08 16:19:28+00:00,331.02,0,0,4,11,12,1267,2,14
junegunn/fzf,59507,809,MERGED,3448,2023-09-23 22:32:11+00:00,2023-10-02 12:02:35+00:00,2023-10-02 12:02:35+00:00,205.51,APPROVED,4,1,2,2,444,2,12
junegunn/fzf,59507,809,MERGED,3447,2023-09-23 22:06:30+00:00,2023-09-24 04:23:41+00:00,2023-09-24 04:23:41+00:00,6.29,0,0,4,9,9,176,2,3
junegunn/fzf,59507,809,CLOSED,3444,2023-09-23 21:08:52+00:00,2023-09-24 03:33:21+00:00,0,6.41,0,0,2,8,8,315,3,9
junegunn/fzf,59507,809,CLOSED,3439,2023-09-13 14:51:11+00:00,2023-09-14 05:35:35+00:00,0,14.74,0,0,1,50,45,89,2,0
junegunn/fzf,59507,809,MERGED,3434,2023-09-10 14:00:13+00:00,2023-09-11 10:32:45+00:00,2023-09-11 10:32:45+00:00,20.54,0,0,1,3,1,103,2,3
junegunn/fzf,59507,809,MERGED,3428,2023-09-04 13:29:07+00:00,2024-03-05 02:48:46+00:00,2024-03-05 02:48:46+00:00,4381.33,0,0,6,6,6,5029,1,1
junegunn/fzf,59507,809,CLOSED,3427,2023-09-04 13:29:01+00:00,2023-09-05 07:29:58+00:00,0,18.02,0,0,1,1,1,3281,1,2
junegunn/fzf,59507,809,MERGED,3426,2023-09-04 13:28:26+00:00,2023-09-18 00:20:46+00:00,2023-09-18 00:20:46+00:00,322.87,0,0,2,6,6,1605,1,0
junegunn/fzf,59507,809,CLOSED,3425,2023-09-04 13:28:18+00:00,2023-09-18 00:36:44+00:00,0,323.14,0,0,2,3,2,2049,0,1
junegunn/fzf,59507,809,MERGED,3424,2023-09-04 13:08:14+00:00,2023-09-17 15:15:04+00:00,2023-09-17 15:15:04+00:00,314.11,0,9,3,80,18,287,2,5
junegunn/fzf,59507,809,CLOSED,3417,2023-08-28 13:50:24+00:00,2023-09-04 13:29:08+00:00,0,167.65,0,0,1,1,1,2814,0,1
junegunn/fzf,59507,809,CLOSED,3413,2023-08-24 06:09:26+00:00,2023-08-24 06:09:39+00:00,0,0.0,0,0,1,18,6,0,1,1
junegunn/fzf,59507,809,MERGED,3410,2023-08-23 23:56:17+00:00,2023-08-24 07:31:39+00:00,2023-08-24 07:31:39+00:00,7.59,0,0,1,9,3,98,2,3
junegunn/fzf,59507,809,CLOSED,3408,2023-08-21 13:25:10+00:00,2023-08-28 13:50:30+00:00,0,168.42,0,0,1,1,1,2440,0,1
junegunn/fzf,59507,809,MERGED,3403,2023-08-17 07:40:13+00:00,2023-08-17 08:17:38+00:00,2023-08-17 08:17:38+00:00,0.62,0,0,1,1,1,88,2,1
junegunn/fzf,59507,809,MERGED,3400,2023-08-14 13:03:38+00:00,2023-08-17 02:51:32+00:00,2023-08-17 02:51:32+00:00,61.8,0,0,1,1,1,3461,1,0
junegunn/fzf,59507,809,MERGED,3399,2023-08-14 13:03:33+00:00,2023-08-17 02:51:13+00:00,2023-08-17 02:51:13+00:00,61.79,0,0,1,1,1,4874,1,0
junegunn/fzf,59507,809,MERGED,3398,2023-08-14 06:44:38+00:00,2023-08-14 07:39:39+00:00,2023-08-14 07:39:39+00:00,0.92,0,0,2,27,0,0,1,0
